"trail_info_id","trail_system","trail_subsystem","trail_subsystem_id","trail_name","trail_color","trail_surface","trail_type","trail_difficulty","regional_trail_name","trail_desc","alt_name","cambr_name","on_street","crossing_type","length_mi","off_fpdcc","web_trail","length_ft","segment_type","direction","width","hiking","biking","cross_country","equestrian","dog_leash","no_dogs","geom"
2205,skokie,North Branch Trail System,19,,red,asphault,paved,easy,Grand Illinois Trail,,,,no,road,0.007,no,yes,37.55,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.76622258701353 42.08764175414955, -87.76636079991023 42.08764628272884)"
2206,skokie,North Branch Trail System,19,,red,asphault,paved,easy,Grand Illinois Trail,,,,no,underpass,0.041,no,yes,218.20,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.75960188999812 42.08952662141434, -87.76032655317829 42.089267437927624)"
2207,skokie,North Branch Trail System,19,,yellow,unknown,unpaved,,,,,,no,underpass,0.036,no,yes,187.48,,,0.0,1,1,1,1,1,0,"LINESTRING (-87.75942883536682 42.089110217792765, -87.76004867560235 42.08888323168154)"
2208,tinley creek,Tinley Creek Trail System,34,,blue,unknown,paved,,,,,,no,none,0.004,no,yes,19.54,,west,0.0,1,1,1,0,1,0,"LINESTRING (-87.75572907194909 41.58850231632295, -87.7556576361596 41.588503104507325)"
2209,skokie,North Branch Trail System,19,,red,asphault,paved,easy,Grand Illinois Trail,,,,no,none,0.358,no,yes,1889.81,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.76032655317829 42.089267437927624, -87.76063694568549 42.08915642069341, -87.76077116537074 42.089151877931215, -87.76139051182267 42.08929892803406, -87.76157381129664 42.08928829474917, -87.76214276276191 42.08913043057618, -87.76306213013318 42.089023995199746, -87.76410129068609 42.08864943047823, -87.7650751683893 42.08853942947119, -87.76541084182352 42.088489117291246, -87.76569893517714 42.08840834561841, -87.76586062555496 42.08834741857824, -87.76597435312232 42.08829954382854, -87.76603457769578 42.08823628599756, -87.76607192829691 42.088163649670484, -87.76610769228746 42.088064742195506, -87.76612944478948 42.08763955437288, -87.76622258701353 42.08764175414955)"
2210,skokie,North Branch Trail System,19,,yellow,unknown,unpaved,,,,,,no,none,0.355,no,yes,1873.54,,,0.0,1,1,1,1,1,0,"LINESTRING (-87.76004867560235 42.08888323168154, -87.76006868157381 42.08887590539171, -87.7607742943893 42.08894240296516, -87.76203756312954 42.08893758578978, -87.76364334428217 42.08844917566345, -87.76472876462853 42.088310084826695, -87.76588462701156 42.0880787224128, -87.76598336170164 42.0880412104916, -87.76601914726393 42.08798118559085, -87.76605790146786 42.08760911751255, -87.76613707794958 42.08758639235865, -87.76622479998731 42.08758639389724)"
2211,tinley creek,Vollmer Road Grove Loop,36,,black,unknown,paved,,,,,,no,none,1.847,no,yes,9753.19,loop,,0.0,1,1,1,0,1,0,"LINESTRING (-87.73142783831615 41.54222468250012, -87.7316219437407 41.54201627864288, -87.73206135657492 41.54135836957216, -87.7322578197489 41.54101881404043, -87.73231907978435 41.54075952677901, -87.73193825601949 41.53996149354615, -87.73117570199639 41.539022450118026, -87.73107150730968 41.53882210107125, -87.73102799799518 41.53861127533665, -87.73111481510941 41.53802653034018, -87.73107787346065 41.53776680545092, -87.73080778403867 41.537401454908455, -87.73033795707771 41.53705680873918, -87.73020305461799 41.536887174510625, -87.72979113396306 41.53522580767947, -87.72985076624387 41.53491918211221, -87.7299906895717 41.53463034785554, -87.73103113198877 41.533340185119386, -87.73124899626353 41.532918201918044, -87.73132073307998 41.53264747086657, -87.73131118573384 41.532375072520445, -87.73107666704158 41.53142223064013, -87.73110743162428 41.53115461924389, -87.73124153644332 41.530958470087924, -87.73195823472331 41.53027581467381, -87.73215447329886 41.5299114150013, -87.73216253669912 41.528825049467784, -87.73206467837758 41.52859504845324, -87.73184629264571 41.528400176748285, -87.73162378878808 41.52829298568758, -87.73135072963068 41.52824692352163, -87.72970275739385 41.52823225429933, -87.7277742547863 41.52857387359429, -87.72568514617554 41.528266642714364, -87.72523968818578 41.528289419384585, -87.72491274704014 41.52848150934924, -87.72258706925452 41.53027741149552, -87.72242675124734 41.530386405603345, -87.72222299487086 41.53043426504571, -87.72207138702741 41.53043245735373, -87.72156775879948 41.530327366031905, -87.72139565849099 41.530320264614865, -87.72021819447001 41.53040678981689, -87.71988223190588 41.530412045159366, -87.71954921654253 41.53038505252171, -87.71924232702753 41.5303338322047, -87.71891131008287 41.53026617629274, -87.71853916855603 41.5301362406554, -87.71783484064436 41.52977060561748)"
2213,tinley creek,Tinley Creek Trail System,34,,black,unknown,unpaved,easy,,,,,no,none,0.047,no,yes,248.14,spur,south,0.0,1,1,1,0,1,0,"LINESTRING (-87.75516599948017 41.58285252189895, -87.75500659169953 41.5829556312875, -87.7549370930223 41.582977904070304, -87.75484656452312 41.58299328428639, -87.75473807970573 41.58299500063744, -87.75455152193076 41.582966914789715, -87.75445213648011 41.582961889961176, -87.75432495015951 41.58294234755407)"
2214,tinley creek,Vollmer Road Grove Loop,36,,black,unknown,paved,,,,,,no,none,0.139,no,yes,736.09,loop,,0.0,1,1,1,0,1,0,"LINESTRING (-87.71509924411467 41.53357914068652, -87.71539534727789 41.53381883555176, -87.7157227489438 41.5340517271205, -87.71591145393424 41.534121990873814, -87.7160547658694 41.53413637298575, -87.71632977302437 41.53406884485636, -87.71735578394403 41.53366564881717)"
2215,skokie,North Branch Trail System,19,,yellow,unknown,unpaved,,,,,,no,none,0.006,no,yes,33.06,,,0.0,1,1,1,1,1,0,"LINESTRING (-87.75683304109045 42.09407979664218, -87.7569548179091 42.09408213771918)"
2216,sag valley,Sag Valley Trail System,29,,blue,unknown,unpaved,,,,,,no,none,0.011,no,yes,55.54,spur,east,0.0,1,1,1,1,1,0,"LINESTRING (-87.83170374317658 41.676383540320835, -87.8318984613469 41.67642734673452)"
2217,tinley creek,Tinley Creek Trail System,34,,red,unknown,paved,,,,Tinley Creek Loop,,no,none,0.621,no,yes,3279.95,loop,,0.0,1,1,1,0,1,0,"LINESTRING (-87.79099222500845 41.628632322250525, -87.7908235567464 41.628460372680394, -87.79074343866834 41.62828509435819, -87.7909660458798 41.62772990183394, -87.79103433377577 41.62738043318686, -87.79091636727767 41.62711232158223, -87.7906814871787 41.62693386003821, -87.79016430406402 41.6268207005586, -87.78963087030424 41.626784543768515, -87.789451094017 41.62670805293987, -87.78933710830098 41.62652534830888, -87.78939123656829 41.62639673556912, -87.78958989486675 41.626194810007775, -87.78987449030694 41.62574970878114, -87.7902619302312 41.62545190433138, -87.79071005155679 41.624707397931004, -87.79115968007099 41.62433851511013, -87.79212557342467 41.6239244089124, -87.7926003520878 41.62359108924556, -87.7929510180735 41.62323838664071, -87.79318035646793 41.62265549726621, -87.79343609615192 41.62240158843315, -87.79378535159063 41.62220634880434, -87.79399591707408 41.62217983911273, -87.79424262869784 41.62218784820011)"
2222,palos,Palos Trail System,22,,tan,unknown,unpaved,,,,Country Lane Loop,,no,road,0.006,no,yes,33.33,,east,0.0,1,1,1,1,1,0,"LINESTRING (-87.86619432985403 41.717496669261756, -87.86619564545484 41.71758812301757)"
2224,north branch,North Branch Trail System,19,,red,asphault,paved,easy,,,,,no,road,0.005,no,yes,27.95,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.76518588441891 41.99453573682785, -87.76521504299008 41.99446220008694)"
2225,north branch,North Branch Trail System,19,,red,asphault,paved,easy,,,,,no,none,0.013,no,yes,68.61,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.76521504299008 41.99446220008694, -87.76526845145371 41.994278191517594)"
2227,sag valley,Sag Valley Trail System,29,,blue,unknown,unpaved,,,,,,no,bridge,0.003,no,yes,13.79,,,0.0,1,1,1,1,1,0,"LINESTRING (-87.8318984613469 41.67642734673452, -87.83194820718708 41.6764338412194)"
2228,sag valley,Sag Valley Trail System,29,,blue,unknown,unpaved,,,,,,no,none,0.082,no,yes,431.96,spur,east,0.0,1,1,1,1,1,0,"LINESTRING (-87.83194820718708 41.6764338412194, -87.83202422255185 41.67644410707616, -87.83226067463922 41.67651897246547, -87.83230573027767 41.67652657396272, -87.8323491631775 41.67652172573894, -87.83258543241782 41.67651072538129, -87.83264418494427 41.676521189461546, -87.83268385433286 41.67653450552576, -87.83284530185159 41.67658869939565, -87.83290728166632 41.67660089165453, -87.83295369560997 41.676601502667566, -87.83347938939575 41.67655586434838)"
2229,north branch,North Branch Trail System,19,,red,asphault,paved,easy,,,,,no,none,0.076,no,yes,403.21,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.76588088763322 41.990045250048134, -87.76588283751778 41.98911674577628, -87.7657928472325 41.98895194763958)"
2230,salt creek,Salt Creek Trail System,30,,red,asphault,paved,easy,Salt Creek Greenway,,,,no,road,0.008,no,yes,43.46,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.87689700589186 41.84457560013094, -87.87690281355432 41.84461436755073, -87.87693111101449 41.84469177416074)"
2232,salt creek,Salt Creek Trail System,30,,red,asphault,paved,easy,Salt Creek Greenway,,,,no,none,0.810,no,yes,4276.06,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.88133075517112 41.848468915782796, -87.88166079808921 41.84845782234492, -87.88166937669459 41.84803357797323, -87.8815724925271 41.84754150508158, -87.88111030643459 41.8457370828594, -87.88087991205546 41.84513067982674, -87.88076332874897 41.84471310650185, -87.88075215420771 41.84449542610211, -87.88081362755351 41.84430517106616, -87.88138663259231 41.843171232753996, -87.88140809512612 41.84303499167354, -87.88138167983493 41.84258728387455, -87.88143316211296 41.84240524192515, -87.88193884680152 41.84198195015624, -87.8825043619356 41.841659126298126, -87.88331250701331 41.840865425932975, -87.88343424399271 41.84068082891391, -87.88357488132617 41.84020294204097, -87.88362700285079 41.83988675996407, -87.88360011829523 41.83956515126483, -87.88360694086283 41.83947902408433, -87.8836889357285 41.83928090687902, -87.88384441941444 41.838952147612474, -87.88411975683546 41.83810966771377, -87.88418604738003 41.83785244614323, -87.88418004746069 41.837782868738465)"
2233,tinley creek,Tinley Creek Trail System,34,,black,unknown,unpaved,easy,,,,,no,none,0.040,no,yes,211.59,spur,central,0.0,1,1,1,0,1,0,"LINESTRING (-87.75444313053679 41.58603972085873, -87.75431480236932 41.58590107816778, -87.75421760625359 41.58581914808439, -87.7541682044887 41.58578383455673, -87.75409463785036 41.585755185978925, -87.7539847429923 41.585745583320445, -87.75384599689757 41.58576305484675)"
2234,tinley creek,Tinley Creek Trail System,34,,yellow,unknown,unpaved,,,,,,no,underpass,0.017,no,yes,89.62,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.75328600639828 41.58825629519778, -87.75328878179273 41.58850223216577)"
2235,tinley creek,Tinley Creek Trail System,34,,yellow,unknown,unpaved,,,,,,no,none,0.139,no,yes,736.55,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.75328878179273 41.58850223216577, -87.75329452179781 41.589010870217315, -87.75324947142109 41.58908857560213, -87.7531983774537 41.58909772404262, -87.75314196490999 41.589081538465834, -87.75241647623716 41.58878877300363, -87.75207899920943 41.58872533368973, -87.75183670838658 41.588744687294465, -87.75146693882253 41.58870318793597)"
2236,tinley creek,Tinley Creek Trail System,34,,blue,unknown,paved,,,,,,no,bridge,0.011,no,yes,58.18,,west,0.0,1,1,1,0,1,0,"LINESTRING (-87.74800144357603 41.58859026375064, -87.7477888060623 41.58859371264769)"
2237,tinley creek,Tinley Creek Trail System,34,,orange,unknown,unpaved,,,,,,no,none,0.059,no,yes,313.21,spur,,0.0,1,1,1,0,1,0,"LINESTRING (-87.7480484329905 41.5883645759453, -87.7479919339827 41.58836628382798, -87.74787321757923 41.588351230492584, -87.74779433559038 41.588326218272385, -87.74776976186136 41.58830279021985, -87.74775029790675 41.58816030421475, -87.74775615229025 41.588009277459214, -87.74773496057408 41.58792573915719, -87.74773254521695 41.58783824424339, -87.74772797086314 41.58767254040934)"
2238,tinley creek,Tinley Creek Trail System,34,,orange,unknown,unpaved,,,,,,no,bridge,0.007,no,yes,39.17,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.74819149941654 41.58836025113111, -87.7480484329905 41.5883645759453)"
2239,salt creek,Salt Creek Trail System,30,,yellow,natural surface,unpaved,easy,,,,,no,none,0.691,no,yes,3650.19,,,8.0,1,1,1,0,1,0,"LINESTRING (-87.90791964360896 41.82867711426432, -87.9079325861054 41.82902307048489, -87.90780724862691 41.82932166824224, -87.90724698239394 41.82933998042088, -87.90735741819428 41.83020775279722, -87.90712536233004 41.83020994361825, -87.90682450098 41.83013927583085, -87.9065110918926 41.83008437907845, -87.90613609234015 41.83001170693171, -87.90603091565505 41.829993501934325, -87.90594500258761 41.829947466220126, -87.9056420846652 41.82989044897057, -87.90555269293061 41.82986222872791, -87.90547008226679 41.829826812647134, -87.90531588655391 41.82981176907208, -87.90524902054742 41.82982975908386, -87.90515904599121 41.82987595160357, -87.9051556934536 41.82993912969114, -87.90520034369982 41.83002056409145, -87.90516683145013 41.83034686005571, -87.90504826446966 41.8305195352781, -87.904876392313 41.83061436918886, -87.9047613222873 41.8306158270863, -87.90464299178339 41.83060361948517, -87.90452594401214 41.830582450714275, -87.9043630042287 41.830600573508605, -87.90425418967939 41.8306404959887, -87.90417423387524 41.83076716187115, -87.90385925641128 41.83100472372851, -87.90379265497752 41.8311849913435, -87.90371953049046 41.83132830379493, -87.90371270724835 41.83144308792715, -87.90380267069337 41.83165048836424, -87.90385947333817 41.83178416885914, -87.90387735538286 41.83189150961433, -87.90386243947863 41.83197579697434, -87.90377591753429 41.83206887722781, -87.90361530015713 41.83211556186432, -87.90353412775139 41.83209874099866, -87.90344156563575 41.832036776652416, -87.90318375520192 41.83195010630038, -87.90306416588524 41.831916890991444, -87.90292206574253 41.83190976807604, -87.90285479185629 41.83186772686603, -87.90284212639425 41.83179982574261, -87.90285040517115 41.83172054481338, -87.90291499932573 41.83154021945653, -87.90284021262732 41.83141179143407, -87.90270256376027 41.831228258917456, -87.90237658256169 41.83110390543088, -87.90221090879318 41.83106916037741, -87.9020761623436 41.83105487739476, -87.90181569228896 41.83113417531761, -87.90169608458106 41.83116055498868, -87.90154453878769 41.831157447036496, -87.90125627179793 41.831127017495824, -87.90109145647759 41.83110298444029, -87.9009876364462 41.831109271090256, -87.90089447755408 41.831068715505026, -87.90086576685128 41.83099929767954, -87.90085743025334 41.83081415633125, -87.90082916906621 41.830734583376106, -87.90074699063919 41.83070658020629, -87.90054315933642 41.830708789460424)"
2240,salt creek,Salt Creek Trail System,30,,red,asphault,paved,easy,Salt Creek Greenway,,,,no,road,0.020,no,yes,106.77,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.88093891202665 41.848464533044634, -87.88133075517112 41.848468915782796)"
2241,salt creek,Salt Creek Trail System,30,,red,asphault,paved,easy,Salt Creek Greenway,,,,no,none,0.048,no,yes,252.37,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.88529726294321 41.83390378157589, -87.88529190537378 41.83379579471796, -87.88527388461775 41.83375116704277, -87.88520818603514 41.83364294478297, -87.88518239840242 41.833562012511265, -87.88516379969192 41.83332681080393, -87.88512343343778 41.833231256956125)"
2242,salt creek,Salt Creek Trail System,30,,yellow,natural surface,unpaved,easy,,,,,no,none,0.519,no,yes,2738.22,,,8.0,1,1,1,0,1,0,"LINESTRING (-87.90043156737171 41.83071754988393, -87.90034228553971 41.83072736051533, -87.90017573343324 41.83072493162534, -87.89998180712017 41.8307007638749, -87.89982957409168 41.83072806133829, -87.89968141475642 41.83081683915743, -87.89930451595822 41.830931959459846, -87.89908967430537 41.83096566675252, -87.89864759608598 41.831038267939014, -87.89846736708866 41.83105871170002, -87.89829740461396 41.831077905332634, -87.89814808107033 41.83105824399774, -87.89802348938817 41.8310659485851, -87.89786184993162 41.83114367549458, -87.89767373704501 41.83120838535225, -87.8973623119772 41.83122768212211, -87.89709218502652 41.83120672629423, -87.89687217251355 41.83114346188718, -87.89666421101447 41.8311343918983, -87.89649369436262 41.831146706190715, -87.8962651642047 41.83121444020876, -87.89607949008438 41.83128602067636, -87.89569625887296 41.83131046562491, -87.89552552046317 41.83134120309348, -87.89538738392932 41.831348599056724, -87.89520759673064 41.831388434628145, -87.89488476353068 41.83137870789482, -87.89446577393437 41.83134505460823, -87.89427280985942 41.831350861977874, -87.89414000423697 41.83136799531238, -87.89399889101921 41.83137172217835, -87.89389130576676 41.831397560619166, -87.89381204077827 41.831416597385605, -87.89368457406407 41.83142148701726, -87.89350104976934 41.831341433474215, -87.89338979898109 41.83127123855854, -87.89315678046142 41.831169952890605, -87.8930166938462 41.83113015440765, -87.89283437098331 41.831098191766394, -87.8926538437385 41.83103468511069, -87.8923245296342 41.83097897695988, -87.89217144374476 41.83098197266848, -87.89183249916988 41.83100026135296, -87.89163490295849 41.831030624458506, -87.89126112302068 41.83104812524766, -87.89087688979372 41.831126807006456, -87.89078767973837 41.83111349370668)"
2243,salt creek,Salt Creek Trail System,30,,red,asphault,paved,easy,Salt Creek Greenway,,,,no,road,0.010,no,yes,53.15,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.88530617668023 41.83404948470016, -87.88529726294321 41.83390378157589)"
2245,salt creek,Salt Creek Trail System,30,,yellow,natural surface,unpaved,easy,,,,,no,road,0.006,no,yes,30.58,,,8.0,1,1,1,0,1,0,"LINESTRING (-87.90054315933642 41.830708789460424, -87.90043156737171 41.83071754988393)"
2246,salt creek,Salt Creek Trail System,30,,orange,unknown,unpaved,,,,,,no,none,0.065,no,yes,345.82,loop,,0.0,1,1,1,0,1,0,"LINESTRING (-87.90650364416317 41.821650726647725, -87.90626804909644 41.82173089818683, -87.90611109190871 41.82193417936313, -87.90612543166752 41.82206448826643, -87.90619348249406 41.822108475185686, -87.90634040660666 41.822150744213644, -87.90634144931171 41.822247420960736, -87.90630191749025 41.822351504583914)"
2247,salt creek,Salt Creek Trail System,30,,orange,unknown,unpaved,,,,,,no,road,0.011,no,yes,59.99,loop,,0.0,1,1,1,0,1,0,"LINESTRING (-87.90630191749025 41.822351504583914, -87.90629234733426 41.82251598545005)"
2248,thorn creek,Thorn Creek Trail System,33,,red,asphault,paved,easy,,,Thorn Creek Connection,,no,road,0.012,no,yes,61.37,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.59939083852639 41.55742574429789, -87.59939290955927 41.55725733943502)"
2249,tinley creek,Tinley Creek Trail System,34,,blue,unknown,paved,,,,,,no,none,0.490,no,yes,2586.28,,west,0.0,1,1,1,0,1,0,"LINESTRING (-87.7477888060623 41.58859371264769, -87.74740501278279 41.58859993662748, -87.74603782479969 41.588762888606986, -87.74534479870583 41.58870709531678, -87.74460784944178 41.58878110959329, -87.74314328779903 41.58881172307319, -87.74241711728195 41.58873857584388, -87.73969683098724 41.58908076166379, -87.73925559081627 41.58910775282732, -87.73841416186013 41.58903746240045)"
2250,tinley creek,Tinley Creek Trail System,34,,red,unknown,paved,,,,Tinley Creek Loop,,no,none,0.092,no,yes,487.78,loop,,0.0,1,1,1,0,1,0,"LINESTRING (-87.79259053302837 41.62944065444424, -87.79217689886663 41.629354393105615, -87.79175046912562 41.62920618326141, -87.79120761855827 41.62880001470498, -87.79112555837568 41.62873612773544)"
2252,north branch,North Branch Trail System,19,,red,asphault,paved,easy,,,,,no,none,0.399,no,yes,2106.08,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.76568374410245 41.98889115277673, -87.76550166696933 41.98881879055281, -87.76541985672121 41.988794606909345, -87.76535966941675 41.98879116795763, -87.76527230047586 41.98879145435784, -87.76520091654542 41.98878074724305, -87.76471734111324 41.98862740547946, -87.76466881835779 41.988602838482436, -87.76461075330835 41.988570181642864, -87.76445664037433 41.9884221561965, -87.76455403916852 41.988301564297814, -87.76463339722228 41.98821951349242, -87.76464581334183 41.98817426003414, -87.76464474196402 41.9880821079356, -87.76460948447549 41.987993785461185, -87.76457979824984 41.98795324925603, -87.76454280250773 41.98791621135541, -87.76444991856162 41.98785545966076, -87.76410030899119 41.98768479710845, -87.76383869338599 41.98757565662446, -87.76374172776903 41.987548322866374, -87.76357780584259 41.98752099015085, -87.76363002973224 41.9874577814815, -87.76266926158033 41.98701563406667, -87.76261710304374 41.98699702499168, -87.76250634988655 41.98697248864596, -87.76244411006053 41.986949379642446, -87.76181264227239 41.98665615644127, -87.76164780282085 41.98654754348376, -87.76143439163845 41.9864808248307, -87.7599165562701 41.985776455209766)"
2253,north branch,North Branch Trail System,19,,red,asphault,paved,easy,,,,,no,bridge,0.065,no,yes,345.64,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.7599165562701 41.985776455209766, -87.75883707221745 41.98527548612248)"
2254,salt creek,Salt Creek Trail System,30,,red,asphault,paved,easy,Salt Creek Greenway,,,,no,road,0.010,no,yes,51.42,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.85219485204856 41.846009667846346, -87.85238029382563 41.84601044451447, -87.85238018899172 41.846008005960776)"
2256,thorn creek,Thorn Creek Trail System,33,,red,asphault,paved,easy,,,Thorn Creek Connection,,no,none,0.161,no,yes,850.82,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.61022634856542 41.549955543208945, -87.61021574562767 41.54995558043191, -87.6100965116277 41.54996339690751, -87.61000272552806 41.549963089255606, -87.60991596052071 41.549980295499395, -87.60984799939874 41.55001302387798, -87.60979652922705 41.5500725846863, -87.60974245705789 41.550144741931945, -87.60970136425163 41.55020951731655, -87.60968660827972 41.55024367521688, -87.60940952647921 41.55138376132785, -87.60939487604148 41.55143036088334, -87.60934967253077 41.551519805011694, -87.60931183093966 41.55160559554676, -87.60922862854068 41.551678031406844, -87.60918104499792 41.55170989127282, -87.60907571968323 41.551763682915684, -87.60899013072336 41.55180338937049, -87.60891336347301 41.55184198935397)"
2257,tinley creek,Tinley Creek Trail System,34,,yellow,unknown,unpaved,,,,,,no,none,0.007,no,yes,38.70,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.75328480783821 41.588150086499525, -87.75328600639828 41.58825629519778)"
2258,thorn creek,Thorn Creek Trail System,33,,red,asphault,paved,easy,,,Thorn Creek Connection,,no,bridge,0.207,no,yes,1090.92,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.61421125606971 41.54997618236221, -87.61421058867865 41.54997628491813, -87.61053709170588 41.54994632936066, -87.61022634856542 41.549955543208945)"
2259,salt creek,Salt Creek Trail System,30,,red,asphault,paved,easy,Salt Creek Greenway,,,,no,bridge,0.032,no,yes,170.47,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.85238018899172 41.846008005960776, -87.85236008854379 41.84554044411489)"
2260,north branch,North Branch Trail System,19,,red,asphault,paved,easy,,,,,no,none,0.195,no,yes,1031.19,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.7526115787664 41.98294172326736, -87.75257298400479 41.982873601295495, -87.75251126870067 41.98279330727917, -87.75244541745963 41.98275998291611, -87.75230909326997 41.98274300804842, -87.7522360990129 41.982738086066426, -87.752070941893 41.98274306984925, -87.75185973934165 41.98271423546843, -87.75158730606758 41.9826373179964, -87.75151108135032 41.98262528947953, -87.75139300640203 41.98262069030626, -87.75118655832303 41.982580847251924, -87.75093093405276 41.98257388404578, -87.75081209488322 41.98258010985835, -87.75067947871358 41.982604742190865, -87.75057755413809 41.982651341187164, -87.74992258826937 41.98311357810013, -87.74979970390041 41.98322547675446, -87.74976162459336 41.98328618112545, -87.74972776614068 41.98337352431906, -87.7496866956344 41.983427571118355, -87.74961551444366 41.98348246780713, -87.74955127467966 41.98350952767089)"
2267,thorn creek,Thorn Creek Trail System,33,,red,asphault,paved,easy,,,,,no,none,0.878,no,yes,4635.56,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.59659325776389 41.55523314127592, -87.59653780008276 41.55520823355432, -87.59643629210008 41.5550805334137, -87.59685158035333 41.55412756243852, -87.59701314738649 41.553498874568405, -87.59714164094268 41.55254406538689, -87.59713967813184 41.55012459218552, -87.59677312920428 41.54873022510976, -87.59674338664867 41.54811135967087, -87.59687889559063 41.5465379197401, -87.59691747404035 41.54637797287081, -87.59711868553931 41.546141735703365, -87.59718767652909 41.54589360146883, -87.597124802774 41.54300972756881, -87.59700188687988 41.5428266527244, -87.59688475491735 41.54278171161053)"
2268,thorn creek,Thorn Creek Trail System,33,,yellow,unknown,unpaved,easy,,,,,yes,none,0.196,no,yes,1034.89,,east,0.0,1,1,1,1,1,0,"LINESTRING (-87.5923060312345 41.55424782022954, -87.5923083220408 41.55425168723984, -87.59257910478041 41.55690768507453, -87.59270828996375 41.55704975499835)"
2269,thorn creek,Thorn Creek Trail System,33,,red,asphault,paved,easy,,,,,no,road,0.007,no,yes,34.38,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.59670107090498 41.55528156328692, -87.59659325776389 41.55523314127592)"
2270,thorn creek,Thorn Creek Trail System,33,,red,asphault,paved,easy,Grand Illinois Trail,,,,no,bridge,0.010,no,yes,52.45,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.57222346931171 41.544024970988694, -87.57205798339177 41.54409748005534)"
2271,thorn creek,Thorn Creek Trail System,33,,red,asphault,paved,easy,Grand Illinois Trail,,,,no,bridge,0.046,no,yes,245.10,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.5829874369952 41.54270168286045, -87.58290113471026 41.54269682799425, -87.5820923937918 41.542699489593794)"
2272,thorn creek,Thorn Creek Trail System,33,,red,asphault,paved,easy,Grand Illinois Trail,,,,no,none,0.203,no,yes,1074.42,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.5820923937918 41.542699489593794, -87.58189558795506 41.54270013642926, -87.58166050210852 41.542731515485464, -87.57958117068496 41.542710613384116, -87.5794195280425 41.54271410657524, -87.57929411967518 41.5427284604867, -87.57895182522094 41.542781464611515, -87.57877583053123 41.54278500666128, -87.5783590664586 41.54274489449042, -87.57818566187989 41.54272573938213)"
2273,thorn creek,Thorn Creek Trail System,33,,red,asphault,paved,easy,Grand Illinois Trail,,,,no,road,0.013,no,yes,66.36,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.57818566187989 41.54272573938213, -87.57794325077008 41.5427264236283)"
2274,thorn creek,Thorn Creek Trail System,33,,red,asphault,paved,easy,Grand Illinois Trail,,,,no,none,0.320,no,yes,1687.63,,,0.0,1,1,1,0,1,0,"LINESTRING (-87.57794325077008 41.5427264236283, -87.57689208454133 41.54270433734002, -87.57632307614703 41.54282276120265, -87.5754554339619 41.54291265604945, -87.57489824790649 41.54305619148876, -87.57418661102005 41.54310612987384, -87.57396203128982 41.54313651702177, -87.57371170197112 41.543216498714514, -87.57347680985556 41.54334426079038, -87.5729266884376 41.54369741235433, -87.57258169098178 41.54388165003875, -87.57222346931171 41.544024970988694)"
