"poi_info_id","point_type","public_access","latitude","longitude","web_poi","web_street_addr","web_muni_addr","parking_connection_id","parking_info_id","maintenance_div","maintenance_div_nickname","name","alt_name","alt2_name","accessible","bike_parking","bike_rental","birding","boat_ramp","boat_rental","camping","canoe","comfortstation","cross_country","cycling","disc_golf","dog_friendly","dog_leash","drinkingwater","driving_range","drone","ecological","equestrian","fitness_stairs","fishing","ice_fishing","gas_powered","golf","hiking","indoor_rental","large_capacity","m_airplane","m_boat","nature_center","nature_preserve","natureplay","no_alcohol","no_dogs","no_fishing","no_parking","overlook","pavilion","public_building","picnic_grove","shelter","skating_ice","skating_inline","sledding","snowmobile","swimming","toboggan","volunteer","zip_line","bathroom_building_winter","bathroom_building_summer","bathroom_building_ada","bathroom_portable_summer","bathroom_portable_winter","bathroom_portable_ada","shower","dining_hall","sanitation_station","camp_store","accessible_shelter","accessible_canoe","accessible_boat","accessible_fishing","accessible_campsite","fall_color","web_map_geom","geom"
167,activity area,,41.4870646520502,-87.646394160343,yes,"Forest Preserve Dr, south of W 26th St","South Chicago Heights, IL 60411",,105,Thorn Creek ,Sauk 1 & 2,Sauk Trail Woods-East,Sauk Lake Woods,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.64639416034305 41.487064652050236)
168,activity area,,41.4872207944116,-87.653045458077,yes,"Forest Preserve Dr, south of W 26th St","South Chicago Heights, IL 60411",,107,Thorn Creek ,Sauk 5,Sauk Trail Woods-Central,Sauk Lake Woods,,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,,POINT (-87.65304545807696 41.4872207944116)
169,activity area,,41.4896107902388,-87.6509888283019,yes,"W 26th St, west of Euclid Ave","South Chicago Heights, IL 60411",,106,Thorn Creek ,Sauk 3 & 4,Sauk Trail Woods-North,Sauk Lake Woods,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.65098882830188 41.48961079023881)
170,activity area,,41.4850464504376,-87.6541072052977,yes,"Forest Preserve Dr, north of W Sauk Trail","South Chicago Heights, IL 60411",,104,Thorn Creek ,Sauk 6,Sauk Trail Woods-South,Sauk Lake Woods,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.65410720529775 41.48504645043757)
171,activity area,,41.4819627837202,-87.6591791127107,yes,"Sauk Trail, west of Ashland Ave","Cook County, IL 60475",,17,Thorn Creek ,Schuberts,Schubert's Woods,Sauk Trail Woods,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,,POINT (-87.65917911271069 41.481962783720164)
172,activity area,,41.4746083515185,-87.6573409475099,yes,"Ashland Ave, south of Sauk Trail","Cook County, IL 60475",,16,Thorn Creek ,Kings,King's Grove,Steger Woods,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.65734094750994 41.47460835151852)
173,activity area,,42.1100049270983,-88.1605143053909,yes,W Palatine Rd &amp; Stover Rd,"Cook County, IL 60010",,200,Northwest,,Old Stover Trailhead,Crabtree Preserve,,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-88.16051430539089 42.110004927098274)
174,activity area,,41.7173687063405,-87.8319407589553,yes,"W 95th St, east of S 88th Ave","Cook County, IL 60465",,62,Palos,,Hickory Hills Woods,Walnut Grove,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.83194075895533 41.717368706340494)
175,activity area,,41.6435414162551,-87.8008654818297,yes,"Harlem Ave, south of W 135th St","Cook County, IL 60462",,47,Tinley Creek,,Turtlehead Lake,,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.80086548182972 41.64354141625507)
176,activity area,,41.6341131124054,-87.7931189573635,yes,"Harlem Ave, north of W 143rd St","Cook County, IL 60483",,52,Tinley Creek,,Tinley Creek Woods,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,,POINT (-87.79311895736349 41.63411311240541)
177,activity area,,41.6423594279041,-87.7935023869443,yes,"Harlem Ave, south of W 135th St","Cook County, IL 60463",,49,Tinley Creek,,Bur Oak Woods,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.79350238694428 41.64235942790413)
178,activity area,,42.1374055223432,-88.077615691903,yes,"Dundee Rd, west of N Quentin Rd","Cook County, IL 60010",,204,Northwest,,Camp Alphonse,,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,POINT (-88.07761569190298 42.137405522343215)
179,camp,,42.1425331418696,-88.061528276085,yes,"1801 N Quentin Rd","Palatine, IL 60074",,186,Northwest,,Camp Reinberg,,,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,,POINT (-88.06152827608504 42.14253314186963)
180,activity area,,42.1458084260203,-88.0675454846771,yes,"N Quentin Rd, north of W Dundee Rd","Cook County, IL 60074",,157,Northwest,Deer Grove Main,Deer Grove,Jens Jensen Grasslands & Woods Land & Water Reserve,,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,,POINT (-88.06754548467714 42.14580842602032)
181,activity area,,42.1453926852363,-88.0455975774742,yes,"W Dundee Rd, west of N Hicks Rd","Cook County, IL 60074",,117,Northwest,,Deer Grove-East,Jens Jensen Grasslands & Woods Land & Water Reserve,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,POINT (-88.04559757747417 42.14539268523633)
182,golf course,,42.0747285259797,-88.0829431596196,yes,"2775 Ela Rd","Hoffman Estates, IL 60192",,208,Northwest,,Highland Woods Golf Course,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-88.08294315961965 42.07472852597974)
183,activity area,,42.0688220869821,-88.1127113082095,yes,"W Central Ave, east of Huntington Blvd/Freeman Rd","Hoffman Estates, IL 60195",,146,Northwest,,Grassy Ridge Meadow,Paul Douglas,,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,POINT (-88.11271130820948 42.06882208698214)
184,activity area,,42.031877493316,-87.9988438073436,yes,"E Higgins Rd/Rte 72, west of N Arlington Heights Rd","Cook County, IL 60007",,316,Northwest,,Busse Forest-North,Busse Forest Nature Preserve,Ned Brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,POINT (-87.99884380734365 42.03187749331595)
185,activity area,,42.0300801794323,-87.9884122721545,yes,"N Arlington Heights Rd, north of E Higgins Rd","Cook County, IL 60007",,166,Northwest,,Busse Forest Elk Pasture,Busse Woods,Ned Brown,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,,POINT (-87.98841227215448 42.03008017943232)
186,activity area,,42.017796585519,-87.9994657006447,yes,"S Arlington Heights Rd, south of Landmeier Rd","Elk Grove Village, IL 60007",,145,Northwest,Main Dam,Busse Forest Main Dam,Busse Woods,Ned Brown,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,,POINT (-87.9994657006447 42.01779658551901)
187,activity area,,42.0092281366681,-88.0188273950553,yes,"Beisner Rd, north of Biesterfield Rd","Cook County, IL 60007",,144,Northwest,Cosman,Busse Lake Beisner Road Access,Busse Woods,Ned Brown,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,,POINT (-88.01882739505527 42.00922813666812)
188,activity area,,42.0075658021473,-88.0308113776329,yes,"Rohlwing Rd, north of Biesterfield Rd","Elk Grove Village, IL 60007",,309,Northwest,Soccer Field,Woodland Meadow,,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-88.03081137763287 42.007565802147326)
189,activity area,yes,42.0232733171737,-88.0144457833459,yes,"E Higgins Rd/Rte 72, east of I-290/Hwy 53","Cook County, IL 60007",,313,Northwest,Busse Res / Reservoir,Busse Lake Boating Center,Busse Woods,Ned Brown,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,,POINT (-88.0144457833459 42.02327331717375)
190,activity area,,42.0335152900459,-88.0152910948814,yes,"E Higgins Rd/Rte 72, east of I-290/Hwy 53","Cook County, IL 60007",,314,Northwest,Busse 31,Busse Forest-West,Busse Woods,Ned Brown,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,,POINT (-88.01529109488142 42.033515290045926)
191,activity area,,42.0322870992972,-88.0081935813046,yes,"E Higgins Rd/Rte 72, west of N Arlington Heights Rd","Cook County, IL 60007",,315,Northwest,Busse 4,Busse Forest-Central,Busse Woods,Ned Brown,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-88.00819358130464 42.03228709929718)
192,camp,,42.1502767028401,-87.897778764152,yes,"200 Portwine Rd","Northbrook, IL 60062",,171,Indian Boundary,,Camp Dan Beard,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,,POINT (-87.89777876415204 42.15027670284005)
193,activity area,,41.7409734968622,-87.6800029915432,yes,"S Western Ave, south of W 83rd St","Chicago, IL 60620",,131,Calumet,Circle,Dan Ryan Woods-Central,,,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,,POINT (-87.68000299154316 41.740973496862175)
194,activity area,,42.0513364233086,-88.195200778956,yes,"Sutton Rd/Rte 59, south of Shoe Factory Rd","Cook County, IL 60192",,156,Northwest,Hansen Woods,Carl R. Hansen Woods,Poplar Creek Prairie,Arthur L. Janura Preserve,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,,POINT (-88.19520077895605 42.05133642330856)
195,activity area,yes,42.0314130368377,-88.2141887750806,yes,"Schaumburg Rd, east of W Irving Park Rd","Cook County, IL 60120",,214,Northwest,Horse Lot,Poplar Creek Equestrian Parking,Arthur L. Janura Preserve,Schaumburg Road Grasslands,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,POINT (-88.21418877508064 42.03141303683771)
196,activity area,,42.0426134084578,-88.1695492504472,yes,"E Bode Rd, east of Bartlett Rd","Hoffman Estates, IL 60107",,213,Northwest,,Bode Lake,Arthur L. Janura Preserve,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,POINT (-88.1695492504472 42.04261340845783)
197,activity area,yes,42.0568936109245,-88.1465392925414,yes,"S Barrington Rd, south of W Higgins Rd","Hoffman Estates, IL 60194",,160,Northwest,,Barrington Road Pond,Arthur L. Janura Preserve,,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,,POINT (-88.14653929254138 42.05689361092447)
198,activity area,,42.0619916007764,-88.1505442557089,yes,"Shoe Factory Rd, south of W Higgins Rd","Cook County, IL 60194",,209,Northwest,Shoe Factory Bike Lot,Poplar Creek Bicycle Lot,Arthur L. Janura Preserve,,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-88.15054425570891 42.06199160077635)
199,activity area,,42.0607039700717,-88.1600166649565,yes,"Shoe Factory Rd, east of Bartlett Rd","Hoffman Estates, IL 60010",,210,Northwest,,Poplar Creek Model Airplane Flying Field,Arthur L. Janura Preserve,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,POINT (-88.16001666495649 42.060703970071685)
200,activity area,,42.0612461697585,-88.1914161022755,yes,"Shoe Factory Rd, east of Rte 59","Hoffman Estates, IL 60010",,211,Northwest,Shoe Factory Roadside,Great Egret Family Picnic Area,Arthur L. Janura Preserve,,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-88.19141610227547 42.06124616975852)
202,activity area,,42.0830028043958,-88.229444200305,yes,"W Higgins Rd/Rte 72, west of Beverly Rd","Cook County, IL 60010",,206,Northwest,,Beverly Lake,,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,POINT (-88.22944420030502 42.083002804395754)
203,activity area,,42.0976440338295,-88.2063243387835,yes,"East Penny Rd, west of Old Sutton Rd","Barrington Hills, IL 60010",,329,Northwest,,Penny Road Pond,Spring Lake,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,POINT (-88.20632433878347 42.09764403382954)
204,activity area,,42.0526526341196,-87.8858638086947,yes,"S River Rd, south of E Golf Rd","Des Plaines, IL 60016",,149,Indian Boundary,,Lions Woods,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,,POINT (-87.88586380869471 42.052652634119596)
205,activity area,,42.0365016845696,-87.8812411215375,yes,"Joseph Schwab Rd, south of Minor St","Des Plaines, IL 60016",,324,Indian Boundary,,Northwestern Woods,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.8812411215375 42.03650168456964)
206,activity area,,42.140929669261,-87.9011610905798,yes,"E Dundee Rd, east of N Milwaukee Ave","Cook County, IL 60062",,158,Indian Boundary,,Potawatomi Woods,,,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,,POINT (-87.90116109057983 42.14092966926099)
207,activity area,,42.0298695309554,-87.8738567885705,yes,E Algonquin Rd &amp; Joseph Schwab Rd,"Des Plaines, IL 60016",,148,Indian Boundary,,Camp Ground Road Woods,,,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,,POINT (-87.87385678857054 42.02986953095538)
208,activity area,,42.0111744870307,-87.8641605932527,yes,"E Touhy Ave, west of Talcott Rd","Cook County, IL 60018",,292,Indian Boundary,,Iroquois Woods,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.86416059325275 42.011174487030736)
210,activity area,,42.0058625057602,-87.8655728150425,yes,"S River Rd, south of W Touhy Ave","Cook County, IL 60018",,291,Indian Boundary,,Chippewa Woods,Axehead Lake,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.86557281504248 42.005862505760206)
211,activity area,,41.9988368882193,-87.8619941160047,yes,"S River Road, north of E Devon Ave","Cook County, IL 60018",,169,Indian Boundary,,Blandings Grove Family Picnic Area,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.86199411600472 41.99883688821926)
212,activity area,,41.9989636280138,-87.858311983299,yes,"S Dee Rd, north of Devon Ave","Park Ridge, IL 60068",,4,Indian Boundary,,Dam No. 4 Woods-East,Dam #4,Dam Number 4,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,,POINT (-87.85831198329905 41.99896362801379)
213,activity area,,41.9945458737574,-87.8606197771278,yes,"S River Road, south of E Devon Ave","Cook County, IL 60018",,167,Indian Boundary,,Blue Beech Family Picnic Area,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.86061977712784 41.99454587375742)
214,activity area,,41.9804593064413,-87.847738518705,yes,"N East River Rd, north of W Foster Ave","Chicago, IL 60656",,140,Indian Boundary,,Catherine Chevalier Woods,,,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,,POINT (-87.84773851870496 41.98045930644132)
215,activity area,,41.9719675552753,-87.8614477880949,yes,"Des Plaines River Rd, north of Lawrence Ave","Schiller Park, IL 60176",,222,Indian Boundary,,River Bend Family Picnic Area,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.86144778809492 41.97196755527527)
216,activity area,,41.9648813538582,-87.8540106231083,yes,"Lawrence Ave, west of N East River Rd","Chicago, IL 60656",,141,Indian Boundary,,Robinson Woods-South,,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,POINT (-87.8540106231083 41.9648813538582)
217,activity area,,41.9540070764416,-87.8565739467664,yes,"Des Plaines River Rd, north of Irving Park Rd","Schiller Park, IL 60176",,25,Indian Boundary,Canoe Launch,Irving Park Road Canoe Landing,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.85657394676639 41.95400707644159)
218,activity area,,41.9555767610494,-87.8518596767564,yes,"W Irving Park Rd, east of Des Plaines River Rd","Schiller Park, IL 60634",,129,Indian Boundary,Schiller 1-8,Schiller Woods-West,,,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,,POINT (-87.85185967675643 41.95557676104944)
219,activity area,,41.9520062574762,-87.8527092454164,yes,"W Irving Park Rd, east of Des Plaines River Rd","Schiller Park, IL 60634",,130,Indian Boundary,Schiller 15,Schiller Woods-South,,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.85270924541643 41.952006257476164)
220,activity area,,41.9576718946979,-87.8343224881557,yes,"W Montrose Ave, east of N Cumberland Ave","Chicago, IL 60706",,125,Indian Boundary,,Schiller Playfield,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-87.83432248815568 41.95767189469793)
221,activity area,,41.9546211978816,-87.8438668394211,yes,"W Irving Park Rd, west of N Cumberland Ave","Chicago, IL 60634",,128,Indian Boundary,Schiller 9-14,Schiller Woods-East,Schiller Pond,,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,,POINT (-87.84386683942112 41.95462119788156)
222,activity area,,41.9511220417697,-87.841470474353,yes,"W Irving Park Rd, west of N Cumberland Ave","Chicago, IL 60634",,223,Indian Boundary,,Schiller Model Airplane Flying Field,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,POINT (-87.84147047435297 41.95112204176969)
