poi_desc_id,poi_info_id,hours1,hours2,phone,description,web_link,map_link,map_link_spanish,vol_link,vol_link2,picnic_link,event_link,custom_link,season1,season2,special_hours,special_description,special_link,photo_link,fish_map,accessibility_description
94,341,Sunrise to Sunset,,,A carry-in launch ramp provides access to the Des Plaines River.,https://fpdcc.com/places/locations/dam-no-2-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Des-Plaines-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Des-Plaines-Trail-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Dam-2-Woods-110421.pdf,,,Year-round,,,,,,,
95,212,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/dam-no-4-woods-east/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Des-Plaines-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Des-Plaines-Trail-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Dam-4-Woods-East-110421.pdf,,,Year-round,,,,,,,"Dam No. 4 Woods-East has an accessible picnic shelter (May 1 to October 31) with accessible parking, an accessible curb cut and path from parking to picnic shelter, and accessible path from picnic shelter to an accessible portable bathroom."
96,304,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/dan-mcmahon-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Palos-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Palos-Trail-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={F4D7D9D8-BADD-4E1B-BD12-6805F8E3FD7D},,,,,Year-round,,,,,,,
97,314,Sunrise to Sunset,,,"The 257-acre Dan Ryan Woods is a well-loved family destination on Chicago’s South Side, with sledding and snowboarding hills, historic aqueducts, fitness stairs, picnic groves and a mile-long paved loop that connects to the Major Taylor Trail. The site supports a large array of native plants, animals and migratory birds.",https://fpdcc.com/places/locations/dan-ryan-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Major-Taylor-Trail-Map-120920.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-South-Zone-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={E2B9397C-2231-4F4A-90EE-E777A9DE494A},,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Dan-Ryan-Woods-100322.pdf,,,Year-round,,,,,,,
98,193,Sunrise to Sunset,,,"The 257-acre Dan Ryan Woods is a well-loved family destination on Chicago’s South Side, with sledding and snowboarding hills, historic aqueducts, fitness stairs, picnic groves and a mile-long paved loop that connects to the Major Taylor Trail. The site supports a large array of native plants, animals and migratory birds.",https://fpdcc.com/places/locations/dan-ryan-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Major-Taylor-Trail-Map-120920.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-South-Zone-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={E2B9397C-2231-4F4A-90EE-E777A9DE494A},,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Dan-Ryan-Woods-100322.pdf,,,Year-round,,,,,,,"Dan Ryan Woods-Central has two accessible picnic shelters (May 1 to October 31) with accessible parking, an accessible curb cut and path from parking to picnic shelter, and accessible path from picnic shelter to an accessible indoor bathroom."
99,312,Sunrise to Sunset,,,"The 257-acre Dan Ryan Woods is a well-loved family destination on Chicago’s South Side, with sledding and snowboarding hills, historic aqueducts, fitness stairs, picnic groves and a mile-long paved loop that connects to the Major Taylor Trail. The site supports a large array of native plants, animals and migratory birds.",https://fpdcc.com/places/locations/dan-ryan-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Major-Taylor-Trail-Map-120920.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-South-Zone-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={E2B9397C-2231-4F4A-90EE-E777A9DE494A},,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Dan-Ryan-Woods-100322.pdf,,,Year-round,,,,,,,
100,311,Sunrise to Sunset,,,"The 257-acre Dan Ryan Woods is a well-loved family destination on Chicago’s South Side, with sledding and snowboarding hills, historic aqueducts, fitness stairs, picnic groves and a mile-long paved loop that connects to the Major Taylor Trail. The site supports a large array of native plants, animals and migratory birds.",https://fpdcc.com/places/locations/dan-ryan-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Major-Taylor-Trail-Map-120920.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-South-Zone-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={E2B9397C-2231-4F4A-90EE-E777A9DE494A},,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Dan-Ryan-Woods-100322.pdf,,,Year-round,,,,,,,
101,13,Sunrise to Sunset,,,"The 257-acre Dan Ryan Woods is a well-loved family destination on Chicago’s South Side, with sledding and snowboarding hills, historic aqueducts, fitness stairs, picnic groves and a mile-long paved loop that connects to the Major Taylor Trail. The site supports a large array of native plants, animals and migratory birds.",https://fpdcc.com/places/locations/dan-ryan-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Major-Taylor-Trail-Map-120920.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-South-Zone-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={E2B9397C-2231-4F4A-90EE-E777A9DE494A},,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Dan-Ryan-Woods-100322.pdf,,,Year-round,,,,,,,
102,313,Sunrise to Sunset,,,"The 257-acre Dan Ryan Woods is a well-loved family destination on Chicago’s South Side, with sledding and snowboarding hills, historic aqueducts, fitness stairs, picnic groves and a mile-long paved loop that connects to the Major Taylor Trail. The site supports a large array of native plants, animals and migratory birds.",https://fpdcc.com/places/locations/dan-ryan-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Major-Taylor-Trail-Map-120920.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-South-Zone-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={E2B9397C-2231-4F4A-90EE-E777A9DE494A},,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Dan-Ryan-Woods-100322.pdf,,http://fpdcc.com/permits-rentals/private-event-facilities/,Year-round,,Visitors can apply for permits at the Visitor Center during seasonal hours (see alert above for current hours).,,,,,
103,180,Sunrise to Sunset,,,"Deer Grove, the county’s first forest preserve, features nearly 2,000 acres of diverse habitat such as rolling upland forest, wooded ravines, wetlands and prairie. Following years of dedicated restoration work, two areas within Deer Grove are recognized by the Illinois Nature Preserves Commission as some of the highest quality natural areas in the state. ",https://fpdcc.com/places/locations/deer-grove/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Deer-Grove-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Deer-Grove-Trail-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={BE274196-0F9B-4CC1-9E8B-B7726E81A485},https://ec.volunteernow.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={0F1BE8EE-6CA5-4CAF-8519-2F05B9ABC624},https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Deer-Grove-110421.pdf,,,Year-round,,,,,,,"Deer Grove has two accessible picnic shelters (May 1 to October 31) with accessible parking, an accessible curb cut and path from parking to picnic shelter, and accessible path from picnic shelter to an accessible portable bathroom."
104,101,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/jurgensen-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Thorn-Creek-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Thorn-Creek-Trail-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,
105,257,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/ottawa-trail-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Salt-Creek-Trail-Map-9-16.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Salt-Creek-Trail-Map-SPANISH-9-16.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Ottawa-Trail-Woods-110421.pdf,,,Year-round,,,,,,,
106,181,Sunrise to Sunset,,,"Deer Grove, the county’s first forest preserve, features nearly 2,000 acres of diverse habitat such as rolling upland forest, wooded ravines, wetlands and prairie. Following years of dedicated restoration work, two areas within Deer Grove are recognized by the Illinois Nature Preserves Commission as some of the highest quality natural areas in the state. ",https://fpdcc.com/places/locations/deer-grove/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Deer-Grove-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Deer-Grove-Trail-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={0F1BE8EE-6CA5-4CAF-8519-2F05B9ABC624},https://ec.volunteernow.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={BE274196-0F9B-4CC1-9E8B-B7726E81A485},https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Deer-Grove-East-120821.pdf,,,Year-round,,,,,,,
107,351,Sunrise to Sunset,,,"Deer Grove, the county’s first forest preserve, features nearly 2,000 acres of diverse habitat such as rolling upland forest, wooded ravines, wetlands and prairie. Following years of dedicated restoration work, two areas within Deer Grove are recognized by the Illinois Nature Preserves Commission as some of the highest quality natural areas in the state. ",https://fpdcc.com/places/locations/deer-grove/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Deer-Grove-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Deer-Grove-Trail-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={BE274196-0F9B-4CC1-9E8B-B7726E81A485},https://ec.volunteernow.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={0F1BE8EE-6CA5-4CAF-8519-2F05B9ABC624},https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Deer-Grove-110421.pdf,,,Year-round,,,,,,,
108,20,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/dixmoor-playfield/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Major-Taylor-Trail-Map-120920.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-South-Zone-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Dixmoor-Playfield-110421.pdf,,,Year-round,,,,,,,
109,82,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/dolton-avenue-prairie/,https://fpdcc.com/downloads/maps/zones/english/FPCC-South-Zone-Map-022020.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-South-Zone-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={2F91495F-4047-4428-A6FE-A650527D9094},,,,,Year-round,,,,,,,
110,51,,,800-460-0010,The Chicago River and mature trees create a beautiful back drop for your golf round at this 18-hole course.,http://edgebrook.forestpreservegolf.com/,,,,,,,,,,,,,,,
111,287,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/edgebrook-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-North-Branch-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-North-Branch-Trail-Map-SPANISH-9-16.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Edgebrook-Woods-110421.pdf,,,Year-round,,,,,,,
112,315,Sunrise to Sunset,,,"The landscape at Eggers Grove moves from dry, wooded ridges where spring wildflowers thrive to long, narrow wetlands filled with sedges, marsh grasses and waterfowl. The site has picnic groves and open space for recreation, as well.",https://fpdcc.com/places/locations/eggers-grove/,https://fpdcc.com/downloads/maps/zones/english/FPCC-South-Zone-Map-022020.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-South-Zone-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={356ACD90-9D32-4F5E-B52E-78ECE45A4C13},,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Eggers-Grove-120821.pdf,,,Year-round,,,,,,,
113,130,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/elizabeth-a-conkey-forest/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Tinley-Creek-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Tinley-Creek-Trail-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Elizabeth-Conkey-Forest-110421.pdf,,,Year-round,,,,,,,"Elizabeth A. Conkey Forest-North has an accessible picnic shelter (May 1 to October 31) with accessible parking, an accessible curb cut and path from parking to picnic shelter, and accessible path from picnic shelter to an accessible portable bathroom."
114,131,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/elizabeth-a-conkey-forest/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Tinley-Creek-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Tinley-Creek-Trail-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Elizabeth-Conkey-Forest-110421.pdf,,,Year-round,,,,,,,"Elizabeth A. Conkey Forest-South has an accessible picnic shelter (May 1 to October 31) with accessible parking, an accessible curb cut and path from parking to picnic shelter, and accessible path from picnic shelter to an accessible portable bathroom."
115,268,Sunrise to Sunset,,,"The Erickson Woods entrance is part of Skokie Lagoons. The 894-acre Skokie Lagoons are a prime destination for water exploration, featuring public boat access, canoe and kayak rentals, fishing, biking and hiking trails and picnic areas.",https://fpdcc.com/places/locations/skokie-lagoons/,https://fpdcc.com/downloads/maps/trails/english/FPCC-North-Branch-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-North-Branch-Trail-Map-SPANISH-9-16.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={CFFB9DAD-793D-45D4-8D27-D99D357C3D22},,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Erickson-Woods-110421.pdf,,,Year-round,,,,,,https://fpdcc.com/downloads/maps/fishing/FPCC-Fishing-Map-Skokie-Lagoons-032417.pdf,
116,229,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/evans-field/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Des-Plaines-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Des-Plaines-Trail-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Evans-Field-120821.pdf,,,Year-round,,,,,,,
117,310,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/vollmer-road-grove/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Tinley-Creek-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Tinley-Creek-Trail-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,
118,288,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/forest-glen-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-North-Branch-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-North-Branch-Trail-Map-SPANISH-9-16.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={3362609E-444E-4D52-A825-FA518749152F},,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Forest-Glen-Woods-120821.pdf,,,Year-round,,,,,,,"Forest Glen Woods has an accessible picnic shelter (May 1 to October 31) with accessible parking, an accessible curb cut and path from parking to picnic shelter, and accessible path from picnic shelter to an accessible portable bathroom."
119,265,Sunrise to Sunset,,,"The Forest Way Grove entrance is part of Skokie Lagoons. The 894-acre Skokie Lagoons are a prime destination for water exploration, featuring public boat access, canoe and kayak rentals, fishing, biking and hiking trails and picnic areas.",https://fpdcc.com/places/locations/skokie-lagoons/,https://fpdcc.com/downloads/maps/trails/english/FPCC-North-Branch-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-North-Branch-Trail-Map-SPANISH-9-16.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={CFFB9DAD-793D-45D4-8D27-D99D357C3D22},,,,,Year-round,,,,,,https://fpdcc.com/downloads/maps/fishing/FPCC-Fishing-Map-Skokie-Lagoons-032417.pdf,
120,118,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/forty-acre-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Sag-Valley-Trail-System-Map-080521.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Sag-Valley-Trail-System-Map-SPANISH-080521.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Forty-Acre-Woods-110421.pdf,,,Year-round,,,,,,,
121,227,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/fullerton-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Des-Plaines-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Des-Plaines-Trail-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Fullerton-Woods-110421.pdf,,,Year-round,,,,,,,
122,373,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/fullerton-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Des-Plaines-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Des-Plaines-Trail-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,
123,234,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/maywood-grove/,https://fpdcc.com/downloads/maps/zones/english/FPCC-Central-Zone-Map-022020.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-Central-Zone-Map-SPANISH-01-18.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Maywood-Grove-110421.pdf,,,Year-round,,,,,,,"Maywood Grove has an accessible picnic shelter (May 1 to October 31) with accessible parking, an accessible curb cut and path from parking to picnic shelter, and accessible path from picnic shelter to an accessible portable bathroom."
124,258,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/ottawa-trail-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Salt-Creek-Trail-Map-9-16.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Salt-Creek-Trail-Map-SPANISH-9-16.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Ottawa-Trail-Woods-110421.pdf,,,Year-round,,,,,,,
125,39,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/g-a-r-woods/,https://fpdcc.com/downloads/maps/zones/english/FPCC-Central-Zone-Map-022020.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-Central-Zone-Map-SPANISH-01-18.pdf,,,,,,Year-round,,,,,,,
126,395,,,800-870-3666,"Staff at our General Headquarters Permit Office will help you with all your permit, rental and membership needs.",https://fpdcc.com/places/locations/general-headquarters-permit-office/,,,,,,,,,,Hours vary by season (see alert above for current hours). Closed for official holidays.,,,,,
127,139,,,,,,,,,,,,,,,,,,,,
128,12,,,800-460-0010,George W. Dunne National is recognized by <em>Golf Digest</em> as one of the top public courses. This 18-hole course offers the unique features of bent grass fairways and greens,http://georgedunne.forestpreservegolf.com/,,,,,,,,,,,,,,,
129,274,,,,"This vendor-operated equestrian center offers boarding facilities, indoor and outdoor riding areas, retail concessions, riding lessons and pony rides. The facility is open year-round.",https://fpdcc.com/places/locations/glen-grove-equestrian-center/,,,,,,,,,,,,,,,
130,270,Sunrise to Sunset,,,"The Glenview Woods entrance is part of Harms Woods. From walking and cycling to viewing beautifully restored habitats, Harms Woods has it all. This popular forest preserve is bisected by the North Branch of the Chicago River. To the east of the river, visitors can take advantage of the North Branch Trail; to the west of the river, visitors can walk along unpaved trails and enjoy spring wildflowers, butterflies and birds thriving thanks to years of dedicated restoration efforts.",https://fpdcc.com/places/locations/harms-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-North-Branch-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-North-Branch-Trail-Map-SPANISH-9-16.pdf,,,,,,Year-round,,,,,,,
131,160,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/glenwood-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Thorn-Creek-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Thorn-Creek-Trail-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Glenwood-Woods-110421.pdf,,,Year-round,,,,,,,
132,161,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/glenwood-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Thorn-Creek-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Thorn-Creek-Trail-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Glenwood-Woods-110421.pdf,,,Year-round,,,,,,,
133,133,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/goeselville-grove-family-picnic-area/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Tinley-Creek-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Tinley-Creek-Trail-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,
134,183,Sunrise to Sunset,,,"The Grassy Ridge Meadow entrance is part of the Paul Douglas Preserve. The 1,800-acre Paul Douglas Preserve offers visitors exceptional birding opportunities as well as a 7.2-mile paved trail loop perfect for peaceful walks, bike rides and more. With open grasslands, restored wetlands and a heron rookery, birders can spot a variety of nesting species.",https://fpdcc.com/places/locations/paul-douglas-preserve/,https://fpdcc.com/downloads/maps/zones/english/FPCC-Northwest-Zone-Map-10-15.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-Northwest-Zone-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,
135,200,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/arthur-l-janura-preserve/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Poplar-Creek-Trail-2018-010919.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-Northwest-Zone-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,
136,15,June 12-Aug 13: Mon-Fri: 12pm to 7pm,Aug 14-Sept 5: Saturday-Sunday:12pm to 7pm; Monday-Friday:4pm to 7pm; Labor Day:12pm to 7pm,708-862-1927,"Green Lake Family Aquatic Center offers zero-depth entry, a tube slide, a lazy river, a small children’s slide, play features, a water playground, lounge areas, and a concession stand.",https://fpdcc.com/places/locations/green-lake-family-aquatic-center/,https://fpdcc.com/downloads/maps/nature-centers/english/FPCC-Sand-Ridge-Campus-Map-082521.pdf,https://fpdcc.com/downloads/maps/nature-centers/spanish/FPCC-Sand-Ridge-Campus-Map-SPANISH-082521.pdf,,,,,,,,Hours vary throughout the season and aquatic centers may close temporarily due to weather—always call (708-447-0715) ahead or check the Facebook page for the latest information.,,,,,
137,153,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/green-lake-woods/,https://fpdcc.com/downloads/maps/nature-centers/english/FPCC-Sand-Ridge-Campus-Map-082521.pdf,https://fpdcc.com/downloads/maps/nature-centers/spanish/FPCC-Sand-Ridge-Campus-Map-SPANISH-082521.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Green-Lake-Woods-120821.pdf,,,Year-round,,,,,,https://fpdcc.com/downloads/maps/fishing/FPCC-Fishing-Map-Green-Lake-032417.pdf,
138,384,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/halsted-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Thorn-Creek-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Thorn-Creek-Trail-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,
139,233,"9am - 5pm, closed Fridays","9am - 4pm, closed Fridays",708-366-6530,"Visitors to the Hal Tyrrell Trailside Museum of Natural History will discover displays of live native animals, colorful wildflower gardens, information about local wildlife and their habitats, and more.",https://fpdcc.com/places/locations/trailside-museum-natural-history/,https://fpdcc.com/downloads/maps/nature-centers/english/FPCC-Trailside-Museum-Map-4-17.pdf,https://fpdcc.com/downloads/maps/nature-centers/spanish/FPCC-Trailside-Museum-SPANISH-Map-4-17.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={2E52A718-8496-4C0E-9412-3C7EAD06646C},,,,,Mar - Oct,Nov - Feb,"Closed Thanksgiving, Christmas, New Year's Day",,,,,
140,272,Sunrise to Sunset,,,"From walking and cycling to viewing beautifully restored habitats, Harms Woods has it all. This popular forest preserve is bisected by the North Branch of the Chicago River. To the east of the river, visitors can take advantage of the North Branch Trail; to the west of the river, visitors can walk along unpaved trails and enjoy spring wildflowers, butterflies and birds thriving thanks to years of dedicated restoration efforts.",https://fpdcc.com/places/locations/harms-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-North-Branch-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-North-Branch-Trail-Map-SPANISH-9-16.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={88192BEA-126B-435B-B1B3-F38746E979D0},https://ec.volunteernow.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={DD3A52A8-9A07-4E04-80E3-5A1ED4A0A260},https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Harms-Woods-120821.pdf,,,Year-round,,,,,,,
141,271,Sunrise to Sunset,,,"From walking and cycling to viewing beautifully restored habitats, Harms Woods has it all. This popular forest preserve is bisected by the North Branch of the Chicago River. To the east of the river, visitors can take advantage of the North Branch Trail; to the west of the river, visitors can walk along unpaved trails and enjoy spring wildflowers, butterflies and birds thriving thanks to years of dedicated restoration efforts.",https://fpdcc.com/places/locations/harms-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-North-Branch-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-North-Branch-Trail-Map-SPANISH-9-16.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={88192BEA-126B-435B-B1B3-F38746E979D0},https://ec.volunteernow.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={DD3A52A8-9A07-4E04-80E3-5A1ED4A0A260},https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Harms-Woods-120821.pdf,,,Year-round,,,,,,,"Harms Woods-North has an accessible picnic shelter (May 1 to October 31) with accessible parking, an accessible curb cut and path from parking to picnic shelter, and accessible path from picnic shelter to an accessible portable bathroom."
